key,date,team,name,notes
SmithJ20181019,2018-10-19, Cavaliers,J.R. Smith, returned to lineup
KornetL20181019,2018-10-19, Knicks,Luke Kornet, activated from IL
CrabbeA20181019,2018-10-19, Nets,Allen Crabbe, activated from IL
JohnsonA20181019,2018-10-19, Pacers,Alize Johnson, activated from IL
BoucherC20181019,2018-10-19, Raptors,Chris Boucher, returned to lineup
WilcoxC20181019,2018-10-19, Pacers,C.J. Wilcox, activated from IL
WilliamsR20181020,2018-10-20, Celtics,Robert Williams III, activated from IL
GrahamD20181020,2018-10-20, Hornets,Devonte' Graham, activated from IL
FrazierM20181020,2018-10-20, Magic,Melvin Frazier Jr., activated from IL
BullockR20181020,2018-10-20, Pistons,Reggie Bullock, returned to lineup
JohnsonS20181020,2018-10-20, Pistons,Stanley Johnson, returned to lineup
NanceL20181021,2018-10-21, Cavaliers,Larry Nance Jr., activated from IL
SpellmanO20181021,2018-10-21, Hawks,Omari Spellman, returned to lineup
WestbrookR20181021,2018-10-21, Thunder,Russell Westbrook, returned to lineup
IguodalaA20181021,2018-10-21, Warriors,Andre Iguodala, activated from IL
AsikO20181021,2018-10-21, Bulls,Omer Asik, returned to lineup
DunnK20181022,2018-10-22, Bulls,Kris Dunn, activated from IL
HaywardG20181022,2018-10-22, Celtics,Gordon Hayward, activated from IL
RabbI20181022,2018-10-22, Grizzlies,Ivan Rabb, activated from IL
SimmonsJ20181022,2018-10-22, Magic,Jonathon Simmons, activated from IL
SabonisD20181022,2018-10-22, Pacers,Domantas Sabonis, activated from IL
LeonardK20181022,2018-10-22, Raptors,Kawhi Leonard, activated from IL
MeltonD20181022,2018-10-22, Suns,De'Anthony Melton, activated from IL
DanielsT20181022,2018-10-22, Suns,Troy Daniels, returned to lineup
ButlerJ20181022,2018-10-22, Timberwolves,Jimmy Butler, activated from IL
LeeD20181022,2018-10-22, Warriors,Damion Lee, returned to lineup
CarusoA20181022,2018-10-22, Lakers,Alex Caruso, returned to lineup
MuscalaM20181023,2018-10-23, 76ers,Mike Muscala, activated from IL
LeuerJ20181023,2018-10-23, Pistons,Jon Leuer, activated from IL
SimmonsB20181024,2018-10-24, 76ers,Ben Simmons, activated from IL
FelicioC20181024,2018-10-24, Bulls,Cristiano Felicio, returned to lineup
NwabaD20181024,2018-10-24, Cavaliers,David Nwaba, activated from IL
DedmonD20181024,2018-10-24, Hawks,Dewayne Dedmon, activated from IL
Hollis-JeffersonR20181024,2018-10-24, Nets,Rondae Hollis-Jefferson, returned to lineup
NapierS20181024,2018-10-24, Nets,Shabazz Napier, activated from IL
LeafT20181024,2018-10-24, Pacers,T.J. Leaf, returned to lineup
WrightD20181024,2018-10-24, Raptors,Delon Wright, returned to lineup
LivingstonS20181024,2018-10-24, Warriors,Shaun Livingston, activated from IL
DellavedovaM20181026,2018-10-26, Bucks,Matthew Dellavedova, activated from IL
ShumpertI20181026,2018-10-26, Kings,Iman Shumpert, activated from IL
BarnesH20181026,2018-10-26, Mavericks,Harrison Barnes, returned to lineup
NaderA20181026,2018-10-26, Thunder,Abdel Nader, activated from IL
MahinmiI20181026,2018-10-26, Wizards,Ian Mahinmi, returned to lineup
WagnerM20181026,2018-10-26, Lakers,Moritz Wagner, returned to lineup
WilliamsA20181026,2018-10-26, Nets,Alan Williams, returned to lineup
WatanabeY20181027,2018-10-27, Grizzlies,Yuta Watanabe, activated from IL
AdamsJ20181027,2018-10-27, Hawks,Jaylen Adams, activated from IL
JonesD20181027,2018-10-27, Heat,Derrick Jones Jr., activated from IL
WinslowJ20181027,2018-10-27, Heat,Justise Winslow, activated from IL
EllingtonW20181027,2018-10-27, Heat,Wayne Ellington, returned to lineup
GrahamD20181027,2018-10-27, Hornets,Devonte' Graham, activated from IL
JohnsonA20181027,2018-10-27, Pacers,Alize Johnson, activated from IL
EllensonH20181027,2018-10-27, Pistons,Henry Ellenson, activated from IL
SmithD20181028,2018-10-28, Mavericks,Dennis Smith Jr., returned to lineup
FariedK20181028,2018-10-28, Nets,Kenneth Faried, returned to lineup
KoufosK20181029,2018-10-29, Kings,Kosta Koufos, activated from IL
MudiayE20181029,2018-10-29, Knicks,Emmanuel Mudiay, activated from IL
BoucherC20181029,2018-10-29, Raptors,Chris Boucher, activated from IL
WrightD20181029,2018-10-29, Raptors,Delon Wright, returned to lineup
DavisA20181029,2018-10-29, Pelicans,Anthony Davis, activated from IL
BaynesA20181030,2018-10-30, Celtics,Aron Baynes, activated from IL
Tony(20181030,2018-10-30, Hornets,(William) Tony Parker, activated from IL
LabissiereS20181030,2018-10-30, Kings,Skal Labissiere, activated from IL
LeonardK20181030,2018-10-30, Raptors,Kawhi Leonard, activated from IL
ChrissM20181030,2018-10-30, Rockets,Marquese Chriss, returned to lineup
QiZ20181030,2018-10-30, Rockets,Zhou Qi, returned to lineup
AdamsS20181030,2018-10-30, Thunder,Steven Adams, activated from IL
FavorsD20181031,2018-10-31, Jazz,Derrick Favors, activated from IL
DavisA20181031,2018-10-31, Pelicans,Anthony Davis, returned to lineup
MeltonD20181031,2018-10-31, Suns,De'Anthony Melton, activated from IL
WigginsA20181031,2018-10-31, Timberwolves,Andrew Wiggins, activated from IL
HamiltonD20181031,2018-10-31, Hawks,Daniel Hamilton, returned to lineup
AntetokounmpoG20181101,2018-11-01, Bucks,Giannis Antetokounmpo, activated from IL
PoythressA20181101,2018-11-01, Hawks,Alex Poythress, activated from IL
ShumpertI20181101,2018-11-01, Kings,Iman Shumpert, activated from IL
ParsonsC20181102,2018-11-02, Grizzlies,Chandler Parsons, activated from IL
FrazierM20181102,2018-11-02, Magic,Melvin Frazier Jr., activated from IL
VanVleetF20181102,2018-11-02, Raptors,Fred VanVleet, activated from IL
AnunobyO20181102,2018-11-02, Raptors,Ogugua Anunoby, activated from IL
EnnisJ20181102,2018-11-02, Rockets,James Ennis, activated from IL
BookerD20181102,2018-11-02, Suns,Devin Booker, activated from IL
CanaanI20181102,2018-11-02, Suns,Isaiah Canaan, returned to lineup
ButlerJ20181102,2018-11-02, Timberwolves,Jimmy Butler, activated from IL
JonesT20181102,2018-11-02, Timberwolves,Tyus Jones, returned to lineup
HowardD20181102,2018-11-02, Wizards,Dwight Howard, activated from IL
MorrisM20181102,2018-11-02, Wizards,Markieff Morris, activated from IL
KurucsR20181102,2018-11-02, Nets,Rodions Kurucs, activated from IL
GreenJ20181102,2018-11-02, Grizzlies,JaMychal Green, activated from IL
ChandlerW20181103,2018-11-03, 76ers,Wilson Chandler, activated from IL
TrentG20181103,2018-11-03, Blazers,Gary Trent Jr., activated from IL
BrownJ20181103,2018-11-03, Celtics,Jaylen Brown, activated from IL
MitchellD20181103,2018-11-03, Jazz,Donovan Mitchell, activated from IL
DavisA20181103,2018-11-03, Pelicans,Anthony Davis, returned to lineup
MillerD20181103,2018-11-03, Pelicans,Darius Miller, activated from IL
HardenJ20181103,2018-11-03, Rockets,James Harden, IL
WilliamsT20181104,2018-11-04, Kings,Troy Williams, returned to lineup
SimmonsJ20181104,2018-11-04, Magic,Jonathon Simmons, activated from IL
RichardsonM20181104,2018-11-04, Raptors,Malachi Richardson, activated from IL
MeltonD20181104,2018-11-04, Suns,De'Anthony Melton, activated from IL
McRaeJ20181104,2018-11-04, Wizards,Jordan McRae, activated from IL
KurucsR20181104,2018-11-04, Nets,Rodions Kurucs, returned to lineup
DragicG20181105,2018-11-05, Heat,Goran Dragic, returned to lineup
BurksA20181105,2018-11-05, Jazz,Alec Burks, returned to lineup
KnoxK20181105,2018-11-05, Knicks,Kevin Knox, returned to lineup
RoseD20181105,2018-11-05, Timberwolves,Derrick Rose, returned to lineup
ButlerJ20181105,2018-11-05, Timberwolves,Jimmy Butler, activated from IL
WoodC20181106,2018-11-06, Bucks,Christian Wood, returned to lineup
WarrenT20181106,2018-11-06, Suns,T.J. Warren, activated from IL
PorterO20181106,2018-11-06, Wizards,Otto Porter Jr., activated from IL
ChandlerW20181107,2018-11-07, 76ers,Wilson Chandler, activated from IL
PrinceT20181107,2018-11-07, Hawks,Taurean Prince, activated from IL
WhitesideH20181107,2018-11-07, Heat,Hassan Whiteside, returned to lineup
MitchellD20181107,2018-11-07, Jazz,Donovan Mitchell, returned to lineup
MitchellD20181107,2018-11-07, Jazz,Donovan Mitchell, activated from IL
BogdanovicB20181107,2018-11-07, Kings,Bogdan Bogdanovic, returned to lineup
HardawayT20181107,2018-11-07, Knicks,Tim Hardaway Jr., returned to lineup
BeasleyM20181107,2018-11-07, Lakers,Michael Beasley, returned to lineup
BullockR20181107,2018-11-07, Pistons,Reggie Bullock, activated from IL
LeonardK20181107,2018-11-07, Raptors,Kawhi Leonard, activated from IL
WhiteD20181107,2018-11-07, Spurs,Derrick White, activated from IL
TrentG20181108,2018-11-08, Blazers,Gary Trent Jr., activated from IL
IguodalaA20181108,2018-11-08, Warriors,Andre Iguodala, activated from IL
HuerterK20181109,2018-11-09, Hawks,Kevin Huerter, activated from IL
LabissiereS20181109,2018-11-09, Kings,Skal Labissiere, activated from IL
CarrollD20181109,2018-11-09, Nets,DeMarre Carroll, activated from IL
BrownB20181109,2018-11-09, Pistons,Bruce Brown, activated from IL
DragicG20181110,2018-11-10, Heat,Goran Dragic, returned to lineup
HarrisD20181110,2018-11-10, Mavericks,Devin Harris, returned to lineup
OkaforJ20181110,2018-11-10, Pelicans,Jahlil Okafor, activated from IL
MilesC20181110,2018-11-10, Raptors,C.J. Miles, activated from IL
GordonE20181110,2018-11-10, Rockets,Eric Gordon, activated from IL
Carter-WilliamsM20181110,2018-11-10, Rockets,Michael Carter-Williams, returned to lineup
EvansJ20181110,2018-11-10, Warriors,Jacob Evans, activated from IL
MuscalaM20181110,2018-11-10, 76ers,Mike Muscala, activated from IL
TheisD20181111,2018-11-11, Celtics,Daniel Theis, activated from IL
IrvingK20181111,2018-11-11, Celtics,Kyrie Irving, returned to lineup
GrahamD20181111,2018-11-11, Hornets,Devonte' Graham, activated from IL
MuscalaM20181112,2018-11-12, 76ers,Mike Muscala, returned to lineup
MiltonS20181112,2018-11-12, 76ers,Shake Milton, activated from IL
LabissiereS20181112,2018-11-12, Kings,Skal Labissiere, activated from IL
GordonA20181112,2018-11-12, Magic,Aaron Gordon, activated from IL
PoeltlJ20181112,2018-11-12, Spurs,Jakob Poeltl, returned to lineup
GayR20181112,2018-11-12, Spurs,Rudy Gay, returned to lineup
WigginsA20181112,2018-11-12, Timberwolves,Andrew Wiggins, activated from IL
TeagueJ20181112,2018-11-12, Timberwolves,Jeff Teague, activated from IL
GreenD20181112,2018-11-12, Warriors,Draymond Green, activated from IL
LivingstonS20181112,2018-11-12, Warriors,Shaun Livingston, activated from IL
WatanabeY20181112,2018-11-12, Grizzlies,Yuta Watanabe, activated from IL
ButlerJ20181114,2018-11-14, 76ers,Jimmy Butler, activated from IL
TrentG20181114,2018-11-14, Blazers,Gary Trent Jr., activated from IL
OsmanC20181114,2018-11-14, Cavaliers,Cedi Osman, returned to lineup
BeasleyM20181114,2018-11-14, Lakers,Michael Beasley, returned to lineup
IsaacJ20181114,2018-11-14, Magic,Jonathan Isaac, activated from IL
MatthewsW20181114,2018-11-14, Mavericks,Wesley Matthews, activated from IL
MusaD20181114,2018-11-14, Nets,Dzanan Musa, activated from IL
MiroticN20181114,2018-11-14, Pelicans,Nikola Mirotic, activated from IL
MeltonD20181114,2018-11-14, Suns,De'Anthony Melton, activated from IL
AndersonR20181114,2018-11-14, Suns,Ryan Anderson, returned to lineup
CovingtonR20181114,2018-11-14, Timberwolves,Robert Covington, activated from IL
GreenG20181115,2018-11-15, Rockets,Gerald Green (b. 1986-01-26), activated from IL
GreenD20181115,2018-11-15, Warriors,Draymond Green, activated from IL
BrownS20181116,2018-11-16, Bucks,Sterling Brown, activated from IL
MorrisM20181116,2018-11-16, Celtics,Marcus Morris, returned to lineup
RabbI20181116,2018-11-16, Grizzlies,Ivan Rabb, returned to lineup
CasspiO20181116,2018-11-16, Grizzlies,Omri Casspi, activated from IL
JonesD20181116,2018-11-16, Heat,Derrick Jones Jr., returned to lineup
AllenJ20181116,2018-11-16, Nets,Jarrett Allen, returned to lineup
PaytonE20181116,2018-11-16, Pelicans,Elfrid Payton, activated from IL
IbakaS20181116,2018-11-16, Raptors,Serge Ibaka, returned to lineup
RoseD20181116,2018-11-16, Timberwolves,Derrick Rose, activated from IL
DedmonD20181117,2018-11-17, Hawks,Dewayne Dedmon, activated from IL
CollinsJ20181117,2018-11-17, Hawks,John Collins (Martin), activated from IL
Hollis-JeffersonR20181117,2018-11-17, Nets,Rondae Hollis-Jefferson, returned to lineup
OkaforJ20181117,2018-11-17, Pelicans,Jahlil Okafor, activated from IL
BoucherC20181117,2018-11-17, Raptors,Chris Boucher, activated from IL
WestbrookR20181117,2018-11-17, Thunder,Russell Westbrook, returned to lineup
GreenJ20181118,2018-11-18, Grizzlies,JaMychal Green, activated from IL
JohnsonJ20181118,2018-11-18, Heat,James Johnson, activated from IL
KorverK20181119,2018-11-19, Cavaliers,Kyle Korver, activated from IL
BradleyA20181119,2018-11-19, Clippers,Avery Bradley, activated from IL
AndersonJ20181119,2018-11-19, Hawks,Justin Anderson, returned to lineup
PrinceT20181119,2018-11-19, Hawks,Taurean Prince, activated from IL
NetoR20181119,2018-11-19, Jazz,Raulzinho Neto, activated from IL
ArizaT20181119,2018-11-19, Suns,Trevor Ariza, activated from IL
WestbrookR20181119,2018-11-19, Thunder,Russell Westbrook, returned to lineup
GallinariD20181120,2018-11-20, Clippers,Danilo Gallinari, activated from IL
WadeD20181120,2018-11-20, Heat,Dwyane Wade, activated from IL
HezonjaM20181120,2018-11-20, Knicks,Mario Hezonja, returned to lineup
LeonardK20181120,2018-11-20, Raptors,Kawhi Leonard, activated from IL
McRaeJ20181120,2018-11-20, Wizards,Jordan McRae, activated from IL
CarterJ20181120,2018-11-20, Grizzlies,Jevon Carter, returned to lineup
MiltonS20181121,2018-11-21, 76ers,Shake Milton, activated from IL
HarklessM20181121,2018-11-21, Blazers,Maurice Harkless, activated from IL
LaVineZ20181121,2018-11-21, Bulls,Zach LaVine, activated from IL
ParsonsC20181121,2018-11-21, Grizzlies,Chandler Parsons, activated from IL
DorseyT20181121,2018-11-21, Hawks,Tyler Dorsey, activated from IL
JuanJ20181121,2018-11-21, Mavericks,Jose Juan Barea, returned to lineup
BertansD20181121,2018-11-21, Spurs,Davis Bertans, activated from IL
NoelN20181121,2018-11-21, Thunder,Nerlens Noel, returned to lineup
FergusonT20181121,2018-11-21, Thunder,Terrance Ferguson, activated from IL
CurryS20181123,2018-11-23, Blazers,Seth Curry, activated from IL
WilliamsR20181123,2018-11-23, Celtics,Robert Williams III, activated from IL
LenA20181123,2018-11-23, Hawks,Alex Len, returned to lineup
SpellmanO20181123,2018-11-23, Hawks,Omari Spellman, activated from IL
HernangomezG20181123,2018-11-23, Hornets,Guillermo Hernangomez, returned to lineup
GrahamT20181123,2018-11-23, Nets,Treveon Graham, activated from IL
CraigT20181123,2018-11-23, Nuggets,Torrey Craig, returned to lineup
MilesC20181123,2018-11-23, Raptors,C.J. Miles, activated from IL
LeonardK20181123,2018-11-23, Raptors,Kawhi Leonard, activated from IL
AnunobyO20181123,2018-11-23, Raptors,Ogugua Anunoby, activated from IL
AbrinesA20181123,2018-11-23, Thunder,Alex Abrines, returned to lineup
HutchisonC20181124,2018-11-24, Bulls,Chandler Hutchison, activated from IL
HillG20181124,2018-11-24, Cavaliers,George Hill, activated from IL
HorfordA20181124,2018-11-24, Celtics,Al Horford, activated from IL
MatthewsW20181124,2018-11-24, Mavericks,Wesley Matthews, activated from IL
WatanabeY20181125,2018-11-25, Grizzlies,Yuta Watanabe, activated from IL
McLemoreB20181125,2018-11-25, Kings,Ben McLemore, returned to lineup
LabissiereS20181125,2018-11-25, Kings,Skal Labissiere, activated from IL
BakerR20181125,2018-11-25, Knicks,Ron Baker, returned to lineup
Tony(20181125,2018-11-25, Hornets,(William) Tony Parker, activated from IL
DiVincenzoD20181126,2018-11-26, Bucks,Donte DiVincenzo, activated from IL
HaywardG20181126,2018-11-26, Celtics,Gordon Hayward, activated from IL
Tony(20181126,2018-11-26, Hornets,(William) Tony Parker, returned to lineup
Kidd-GilchristM20181126,2018-11-26, Hornets,Michael Kidd-Gilchrist, activated from IL
SumnerE20181126,2018-11-26, Pacers,Edmond Sumner, activated from IL
TurnerM20181126,2018-11-26, Pacers,Myles Turner, activated from IL
DavisA20181126,2018-11-26, Pelicans,Anthony Davis, returned to lineup
ParsonsC20181127,2018-11-27, Grizzlies,Chandler Parsons, activated from IL
IlyasovaE20181128,2018-11-28, Bucks,Ersan Ilyasova, activated from IL
MitchellD20181128,2018-11-28, Jazz,Donovan Mitchell, activated from IL
FrazierM20181128,2018-11-28, Magic,Melvin Frazier Jr., activated from IL
SmithD20181128,2018-11-28, Mavericks,Dennis Smith Jr., returned to lineup
SmithD20181128,2018-11-28, Mavericks,Dennis Smith Jr., activated from IL
PowellD20181128,2018-11-28, Mavericks,Dwight Powell, returned to lineup
KurucsR20181128,2018-11-28, Nets,Rodions Kurucs, activated from IL
NwabaD20181128,2018-11-28, Cavaliers,David Nwaba, activated from IL
DekkerS20181128,2018-11-28, Cavaliers,Sam Dekker, activated from IL
GortatM20181129,2018-11-29, Clippers,Marcin Gortat, returned to lineup
WallaceT20181129,2018-11-29, Clippers,Tyrone Wallace, returned to lineup
ShumpertI20181129,2018-11-29, Kings,Iman Shumpert, activated from IL
MonroeG20181129,2018-11-29, Raptors,Greg Monroe, returned to lineup
MiltonS20181130,2018-11-30, 76ers,Shake Milton, activated from IL
DorseyT20181130,2018-11-30, Hawks,Tyler Dorsey, activated from IL
JohnsonT20181130,2018-11-30, Heat,Tyler Johnson, activated from IL
KorverK20181130,2018-11-30, Jazz,Kyle Korver, activated from IL
GordonA20181130,2018-11-30, Magic,Aaron Gordon, activated from IL
GrahamT20181130,2018-11-30, Nets,Treveon Graham, activated from IL
HarrisG20181130,2018-11-30, Nuggets,Gary Harris, returned to lineup
PaulC20181130,2018-11-30, Rockets,Chris Paul, returned to lineup
GreenG20181130,2018-11-30, Rockets,Gerald Green (b. 1986-01-26), returned to lineup
MeltonD20181130,2018-11-30, Suns,De'Anthony Melton, activated from IL
DialloH20181130,2018-11-30, Thunder,Hamidou Diallo, activated from IL
DellavedovaM20181201,2018-12-01, Bucks,Matthew Dellavedova, activated from IL
MarkkanenL20181201,2018-12-01, Bulls,Lauri Markkanen, activated from IL
HillG20181201,2018-12-01, Cavaliers,George Hill, returned to lineup
HorfordA20181201,2018-12-01, Celtics,Al Horford, activated from IL
KoufosK20181201,2018-12-01, Kings,Kosta Koufos, activated from IL
LeeC20181201,2018-12-01, Knicks,Courtney Lee, activated from IL
KornetL20181201,2018-12-01, Knicks,Luke Kornet, activated from IL
MusaD20181201,2018-12-01, Nets,Dzanan Musa, activated from IL
CurryS20181201,2018-12-01, Warriors,Stephen Curry, activated from IL
PorterO20181201,2018-12-01, Wizards,Otto Porter Jr., activated from IL
TrentG20181202,2018-12-02, Blazers,Gary Trent Jr., activated from IL
BiyomboB20181202,2018-12-02, Hornets,Bismack Biyombo, activated from IL
JacksonF20181202,2018-12-02, Pelicans,Frank Jackson, activated from IL
BookerD20181202,2018-12-02, Suns,Devin Booker, returned to lineup
LinJ20181203,2018-12-03, Hawks,Jeremy Lin, returned to lineup
MooreE20181203,2018-12-03, Pelicans,E'Twaun Moore, returned to lineup
KennardL20181203,2018-12-03, Pistons,Luke Kennard, activated from IL
LowryK20181203,2018-12-03, Raptors,Kyle Lowry, returned to lineup
FergusonT20181203,2018-12-03, Thunder,Terrance Ferguson, activated from IL
GreenJ20181203,2018-12-03, Wizards,Jeff Green, returned to lineup
HarrisJ20181203,2018-12-03, Nets,Joe Harris, activated from IL
SwaniganC20181204,2018-12-04, Blazers,Caleb Swanigan, returned to lineup
TurnerE20181204,2018-12-04, Blazers,Evan Turner, returned to lineup
JonesD20181204,2018-12-04, Heat,Derrick Jones Jr., returned to lineup
JohnsonT20181204,2018-12-04, Heat,Tyler Johnson, returned to lineup
DoncicL20181204,2018-12-04, Mavericks,Luka Doncic, activated from IL
JohnsonA20181204,2018-12-04, Pacers,Alize Johnson, activated from IL
BelinelliM20181204,2018-12-04, Spurs,Marco Belinelli, returned to lineup
KleberM20181204,2018-12-04, Mavericks,Maximilian Kleber, activated from IL
JacksonF20181204,2018-12-04, Pelicans,Frank Jackson, returned to lineup
BoldenJ20181205,2018-12-05, 76ers,Jonah Bolden, activated from IL
ChandlerW20181205,2018-12-05, 76ers,Wilson Chandler, activated from IL
WilsonD20181205,2018-12-05, Bucks,D.J. Wilson, activated from IL
WatanabeY20181205,2018-12-05, Grizzlies,Yuta Watanabe, activated from IL
DorseyT20181205,2018-12-05, Hawks,Tyler Dorsey, activated from IL
ZellerC20181205,2018-12-05, Hornets,Cody Zeller, activated from IL
HarrisJ20181205,2018-12-05, Nets,Joe Harris, returned to lineup
DialloH20181205,2018-12-05, Thunder,Hamidou Diallo, returned to lineup
